customerID,gender,GenderBinary,SeniorCitizen,Partner,PartnerBinary,Dependents,DependentBinary,tenure Month,PhoneService,PhoneServiceBinary,MultipleLines,MultipleLinesBinary,InternetService,InternetServiceBinary,OnlineSecurity,OnlineSecurity,OnlineBackup,OnlineBackupBinary,DeviceProtection,DeviceProtetionBinary,TechSupport,TechSupportBinary,StreamingTV,StreamingTVBinary,StreamingMovies,StreamingMoviesBinary,Contract,ContractBinary,PaperlessBilling,PaperlessBillingBinary,PaymentMethod,PMElectronicCheck,PMMailedCheck,PMCreditCardAuto,MonthlyCharges,TotalCharges,Churn,ChurnBinary
0336-PIKEI,Male,1,1,Yes,1,No,0,72,Yes,1,No,1,DSL,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,No,1,Two year,2,No,0,Bank transfer (automatic),0,0,0,74.4,5360.75,No,0
7322-OCWHC,Male,1,1,Yes,1,No,0,72,Yes,1,Yes,2,Fiber optic,2,Yes,2,Yes,2,Yes,2,Yes,2,No,1,No,1,Two year,2,Yes,1,Bank transfer (automatic),0,0,0,93.05,6735.05,No,0
9537-VHDTA,Female,0,0,No,0,Yes,1,1,Yes,1,No,1,DSL,1,Yes,2,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,No,0,Mailed check,0,1,0,51.2,51.20,No,0
4957-TIALW,Female,0,0,No,0,Yes,1,15,Yes,1,No,1,DSL,1,Yes,2,Yes,2,Yes,2,Yes,2,No,1,No,1,One year,1,No,0,Credit card (automatic),0,0,1,65.6,1010.00,No,0
2054-PJOCK,Female,0,0,No,0,No,0,60,Yes,1,Yes,2,DSL,1,No,1,No,1,Yes,2,Yes,2,Yes,2,Yes,2,One year,1,No,0,Credit card (automatic),0,0,1,80.55,4847.05,No,0
9150-HEPMB,Male,1,0,No,0,No,0,56,Yes,1,No,1,DSL,1,Yes,2,No,1,Yes,2,No,1,No,1,No,1,One year,1,No,0,Mailed check,0,1,0,52.7,3019.70,No,0
9030-QGZNL,Female,0,0,No,0,No,0,8,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Two year,2,No,0,Mailed check,0,1,0,20.85,161.65,No,0
6204-IEUXJ,Female,0,0,No,0,No,0,3,Yes,1,No,1,Fiber optic,2,No,1,No,1,Yes,2,Yes,2,No,1,No,1,Month-to-month,0,No,0,Credit card (automatic),0,0,1,80.1,217.55,Yes,1
3126-WQMGH,Female,0,0,Yes,1,No,0,49,Yes,1,Yes,2,DSL,1,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Credit card (automatic),0,0,1,52.15,2583.75,No,0
4529-CKBCL,Female,0,0,No,0,No,0,2,Yes,1,No,1,Fiber optic,2,No,1,No,1,No,1,No,1,Yes,2,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,80.2,146.05,Yes,1
2506-CLAKW,Female,0,0,No,0,No,0,6,Yes,1,No,1,Fiber optic,2,Yes,2,Yes,2,Yes,2,Yes,2,No,1,Yes,2,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,98.15,567.45,Yes,1
7176-WRTNX,Male,1,0,No,0,No,0,70,Yes,1,Yes,2,Fiber optic,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Two year,2,Yes,1,Bank transfer (automatic),0,0,0,114.95,7711.25,No,0
1583-IHQZE,Male,1,0,No,0,No,0,12,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Month-to-month,0,Yes,1,Mailed check,0,1,0,112.95,1384.75,Yes,1
5732-IKGQH,Male,1,1,Yes,1,No,0,52,Yes,1,No,1,Fiber optic,2,Yes,2,No,1,Yes,2,Yes,2,Yes,2,Yes,2,One year,1,Yes,1,Bank transfer (automatic),0,0,0,104.45,5481.25,No,0
9239-GZHZE,Female,0,0,Yes,1,No,0,72,Yes,1,Yes,2,Fiber optic,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Two year,2,Yes,1,Credit card (automatic),0,0,1,113.65,8124.20,No,0
7205-BAIAD,Female,0,0,No,0,No,0,40,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Two year,2,Yes,1,Bank transfer (automatic),0,0,0,20.6,827.30,No,0
0151-ONTOV,Female,0,0,No,0,No,0,1,Yes,1,No,1,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,No,0,Mailed check,0,1,0,70.9,70.90,Yes,1
4140-MUHUG,Female,0,1,No,0,No,0,3,Yes,1,No,1,Fiber optic,2,No,1,No,1,Yes,2,No,1,Yes,2,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,86.85,220.95,Yes,1
0093-EXYQL,Female,0,1,No,0,No,0,40,Yes,1,No,1,Fiber optic,2,No,1,No,1,No,1,No,1,Yes,2,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,91.55,3673.60,No,0
8064-RAVOH,Male,1,0,No,0,Yes,1,1,Yes,1,No,1,DSL,1,No,1,No,1,Yes,2,No,1,No,1,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,49.85,49.85,No,0
0219-QAERP,Male,1,0,Yes,1,No,0,30,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,One year,1,No,0,Credit card (automatic),0,0,1,19.8,576.65,No,0
0320-JDNQG,Male,1,0,Yes,1,Yes,1,23,Yes,1,No,1,Fiber optic,2,Yes,2,No,1,No,1,Yes,2,Yes,2,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,99.85,2331.30,Yes,1
7180-PISOG,Male,1,0,Yes,1,Yes,1,1,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,74.5,74.50,Yes,1
9168-INPSZ,Female,0,1,Yes,1,No,0,44,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,Yes,2,Yes,2,Yes,2,Yes,2,Month-to-month,0,No,0,Electronic check,1,0,0,104.15,4495.65,No,0
3571-RFHAR,Male,1,0,No,0,No,0,65,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,109.15,6941.20,Yes,1
0015-UOCOJ,Female,0,1,No,0,No,0,7,Yes,1,No,1,DSL,1,Yes,2,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,48.2,340.35,No,0
5334-AFQJB,Male,1,1,No,0,No,0,72,Yes,1,Yes,2,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Two year,2,Yes,1,Credit card (automatic),0,0,1,25.1,1789.90,No,0
2754-SDJRD,Female,0,1,No,0,No,0,8,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,No,1,Yes,2,Yes,2,Yes,2,Month-to-month,0,Yes,1,Credit card (automatic),0,0,1,100.15,908.55,No,0
9578-VRMNM,Female,0,0,No,0,No,0,16,Yes,1,Yes,2,DSL,1,No,1,No,1,Yes,2,No,1,No,1,Yes,2,Month-to-month,0,Yes,1,Credit card (automatic),0,0,1,65.2,1043.35,Yes,1
1587-FKLZB,Male,1,1,Yes,1,Yes,1,66,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,Yes,2,No,1,Yes,2,Yes,2,Month-to-month,0,Yes,1,Credit card (automatic),0,0,1,99.5,6822.15,Yes,1
6140-QNRQQ,Male,1,0,No,0,No,0,1,Yes,1,No,1,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Mailed check,0,1,0,71.55,71.55,Yes,1
8963-JLGJT,Male,1,0,No,0,Yes,1,3,Yes,1,No,1,DSL,1,Yes,2,No,1,Yes,2,No,1,No,1,No,1,Month-to-month,0,No,0,Mailed check,0,1,0,55.9,157.55,No,0
4307-KTUMW,Male,1,0,Yes,1,No,0,53,Yes,1,Yes,2,Fiber optic,2,Yes,2,No,1,Yes,2,No,1,No,1,Yes,2,Month-to-month,0,No,0,Electronic check,1,0,0,93.9,5029.20,Yes,1
1465-LNTLJ,Male,1,1,Yes,1,No,0,8,Yes,1,No,1,DSL,1,No,1,No,1,Yes,2,Yes,2,No,1,Yes,2,Month-to-month,0,Yes,1,Credit card (automatic),0,0,1,64.4,581.70,No,0
5440-FLBQG,Male,1,1,Yes,1,No,0,69,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Two year,2,Yes,1,Bank transfer (automatic),0,0,0,108.4,7318.20,Yes,1
2135-DQWAQ,Female,0,0,No,0,No,0,5,Yes,1,No,1,Fiber optic,2,No,1,Yes,2,No,1,No,1,Yes,2,No,1,Month-to-month,0,Yes,1,Mailed check,0,1,0,85.3,420.45,No,0
4056-QHXHZ,Female,0,0,Yes,1,Yes,1,72,Yes,1,Yes,2,Fiber optic,2,Yes,2,No,1,Yes,2,Yes,2,Yes,2,Yes,2,Two year,2,No,0,Mailed check,0,1,0,107.45,7576.70,No,0
7470-MCQTK,Female,0,0,Yes,1,No,0,13,No,0,No phone service,0,DSL,1,No,1,No,1,Yes,2,No,1,Yes,2,Yes,2,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,48.75,633.40,Yes,1
7488-MXJIV,Female,0,0,No,0,No,0,4,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,No,1,No,1,Yes,2,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,85.65,321.65,Yes,1
7401-JIXNM,Female,0,0,Yes,1,Yes,1,54,Yes,1,Yes,2,DSL,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Two year,2,No,0,Credit card (automatic),0,0,1,91.3,4965.00,No,0
9339-FIIJL,Male,1,0,Yes,1,No,0,72,Yes,1,Yes,2,DSL,1,No,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Two year,2,No,0,Bank transfer (automatic),0,0,0,85.95,6151.90,No,0
2027-FECZV,Male,1,0,No,0,No,0,12,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,Yes,2,No,1,Yes,2,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,106.7,1253.90,Yes,1
2672-DZUOY,Male,1,0,No,0,No,0,1,No,0,No phone service,0,DSL,1,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,25.15,25.15,Yes,1
4706-DGAHW,Male,1,1,No,0,No,0,1,Yes,1,No,1,DSL,1,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,No,0,Electronic check,1,0,0,45.2,45.20,No,0
3870-MQAMG,Female,0,0,Yes,1,No,0,54,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,One year,1,No,0,Electronic check,1,0,0,110.35,5893.15,Yes,1
6670-MFRPK,Male,1,0,Yes,1,Yes,1,69,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,Yes,2,No,1,No,1,No,1,Two year,2,Yes,1,Credit card (automatic),0,0,1,79.2,5420.65,No,0
6177-PEVRA,Female,0,0,No,0,No,0,48,Yes,1,No,1,DSL,1,Yes,2,Yes,2,No,1,No,1,No,1,No,1,Two year,2,No,0,Credit card (automatic),0,0,1,55.5,2627.35,No,0
4800-CZMPC,Female,0,0,Yes,1,Yes,1,48,Yes,1,Yes,2,Fiber optic,2,Yes,2,Yes,2,No,1,No,1,Yes,2,Yes,2,One year,1,Yes,1,Credit card (automatic),0,0,1,103.25,5037.55,Yes,1
4813-HQMGZ,Female,0,0,Yes,1,No,0,8,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,No,1,Yes,2,No,1,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,90.25,743.75,No,0
7579-KKLOE,Male,1,0,Yes,1,Yes,1,71,Yes,1,Yes,2,DSL,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Two year,2,Yes,1,Mailed check,0,1,0,91.25,6589.60,No,0
7377-DMMRI,Male,1,0,No,0,No,0,2,Yes,1,No,1,DSL,1,Yes,2,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,47.8,92.45,Yes,1
8402-EIVQS,Male,1,0,Yes,1,No,0,67,Yes,1,No,1,Fiber optic,2,Yes,2,Yes,2,No,1,No,1,Yes,2,Yes,2,One year,1,Yes,1,Credit card (automatic),0,0,1,100.9,6733.15,No,0
4947-DSMXK,Male,1,0,Yes,1,Yes,1,34,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,No,1,No,1,Yes,2,Yes,2,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,97.7,3410.00,No,0
7245-NIIWQ,Female,0,0,No,0,No,0,3,Yes,1,No,1,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,69.85,199.85,No,0
0002-ORFBO,Female,0,0,Yes,1,Yes,1,9,Yes,1,No,1,DSL,1,No,1,Yes,2,No,1,Yes,2,Yes,2,No,1,One year,1,Yes,1,Mailed check,0,1,0,65.6,593.30,No,0
3324-OIRTO,Male,1,0,Yes,1,Yes,1,71,Yes,1,No,1,Fiber optic,2,Yes,2,Yes,2,Yes,2,No,1,Yes,2,Yes,2,One year,1,Yes,1,Bank transfer (automatic),0,0,0,104.65,7288.40,No,0
5414-OFQCB,Male,1,0,No,0,No,0,57,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,No,1,Yes,2,Yes,2,No,1,Two year,2,Yes,1,Credit card (automatic),0,0,1,90.45,5229.80,No,0
4967-WPNCF,Male,1,0,No,0,No,0,72,No,0,No phone service,0,DSL,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Two year,2,Yes,1,Bank transfer (automatic),0,0,0,63.7,4464.80,No,0
8552-OBVRU,Female,0,1,Yes,1,Yes,1,48,Yes,1,No,1,Fiber optic,2,Yes,2,No,1,Yes,2,Yes,2,Yes,2,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,104.5,5068.05,No,0
8499-BRXTD,Male,1,0,No,0,No,0,18,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,One year,1,No,0,Mailed check,0,1,0,20.1,401.85,No,0
9154-QDGTH,Male,1,0,Yes,1,Yes,1,43,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,Yes,2,Yes,2,Yes,2,Yes,2,One year,1,Yes,1,Credit card (automatic),0,0,1,104.3,4451.85,No,0
8197-BFWVU,Female,0,0,Yes,1,Yes,1,72,Yes,1,Yes,2,DSL,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Two year,2,Yes,1,Bank transfer (automatic),0,0,0,93.25,6688.95,No,0
2577-GVSIL,Male,1,0,Yes,1,Yes,1,35,Yes,1,Yes,2,DSL,1,No,1,No,1,No,1,Yes,2,Yes,2,Yes,2,One year,1,Yes,1,Bank transfer (automatic),0,0,0,73.45,2661.10,No,0
9367-OIUXP,Male,1,0,No,0,No,0,4,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Month-to-month,0,No,0,Mailed check,0,1,0,20.7,73.05,No,0
6770-UAYGJ,Female,0,0,Yes,1,Yes,1,49,Yes,1,Yes,2,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Two year,2,No,0,Mailed check,0,1,0,25.25,1211.65,No,0
6463-HHXJR,Female,0,0,Yes,1,Yes,1,71,Yes,1,Yes,2,Fiber optic,2,Yes,2,Yes,2,Yes,2,No,1,Yes,2,No,1,Two year,2,No,0,Bank transfer (automatic),0,0,0,100.5,7030.65,No,0
7928-VJYAB,Male,1,0,Yes,1,Yes,1,11,Yes,1,No,1,Fiber optic,2,No,1,No,1,No,1,No,1,Yes,2,Yes,2,Month-to-month,0,No,0,Electronic check,1,0,0,90.6,1020.20,No,0
1187-WILMM,Male,1,0,Yes,1,Yes,1,63,Yes,1,Yes,2,DSL,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Two year,2,Yes,1,Credit card (automatic),0,0,1,89.4,5597.65,No,0
9776-OJUZI,Female,0,1,No,0,No,0,65,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,Yes,2,No,1,Yes,2,No,1,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,95.45,6223.30,No,0
1306-RPWXZ,Female,0,0,No,0,Yes,1,49,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Two year,2,No,0,Credit card (automatic),0,0,1,20.45,1024.65,No,0
8949-JTMAY,Female,0,0,No,0,No,0,29,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,Yes,2,No,1,Yes,2,Yes,2,Month-to-month,0,Yes,1,Credit card (automatic),0,0,1,98.6,2933.20,Yes,1
2774-LVQUS,Female,0,1,Yes,1,No,0,15,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,Yes,2,Yes,2,No,1,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,83.05,1258.30,Yes,1
3097-PYWXL,Female,0,0,Yes,1,Yes,1,4,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Month-to-month,0,Yes,1,Electronic check,1,0,0,19.95,82.90,No,0
2266-SJNAT,Female,0,0,Yes,1,No,0,72,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,One year,1,No,0,Credit card (automatic),0,0,1,109.15,7789.60,No,0
0869-PAPRP,Female,0,1,Yes,1,No,0,26,Yes,1,No,1,Fiber optic,2,No,1,No,1,Yes,2,No,1,Yes,2,No,1,Month-to-month,0,Yes,1,Credit card (automatic),0,0,1,85.7,2067.00,No,0
4238-JSSWH,Female,0,1,Yes,1,No,0,35,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,Yes,2,No,1,Yes,2,Yes,2,Month-to-month,0,No,0,Bank transfer (automatic),0,0,0,102.05,3452.55,No,0
2972-YDYUW,Female,0,0,No,0,No,0,57,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,No,1,Yes,2,No,1,Yes,2,One year,1,No,0,Electronic check,1,0,0,94.7,5468.95,No,0
1104-FEJAM,Male,1,0,Yes,1,Yes,1,28,Yes,1,Yes,2,DSL,1,No,1,Yes,2,No,1,No,1,No,1,Yes,2,Month-to-month,0,No,0,Electronic check,1,0,0,64.4,1802.15,No,0
2809-ILCYT,Female,0,0,Yes,1,No,0,25,Yes,1,Yes,2,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,One year,1,Yes,1,Mailed check,0,1,0,26.8,733.55,No,0
5499-ECUTN,Female,0,0,Yes,1,No,0,47,Yes,1,No,1,DSL,1,Yes,2,No,1,Yes,2,No,1,Yes,2,No,1,One year,1,Yes,1,Credit card (automatic),0,0,1,66.05,3021.45,No,0
4981-FLTMF,Female,0,0,Yes,1,Yes,1,57,Yes,1,Yes,2,DSL,1,Yes,2,Yes,2,No,1,Yes,2,No,1,No,1,Month-to-month,0,No,0,Bank transfer (automatic),0,0,0,65.2,3687.85,No,0
9121-PHQSR,Male,1,1,Yes,1,No,0,16,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,No,1,No,1,Yes,2,No,1,Month-to-month,0,Yes,1,Credit card (automatic),0,0,1,85.05,1391.15,No,0
3113-IWHLC,Male,1,0,No,0,No,0,5,Yes,1,No,1,DSL,1,Yes,2,No,1,Yes,2,No,1,No,1,No,1,Month-to-month,0,Yes,1,Mailed check,0,1,0,55.8,274.35,No,0
3211-ILJTT,Male,1,0,Yes,1,No,0,17,Yes,1,No,1,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,70.4,1214.05,Yes,1
4612-THJBS,Female,0,1,No,0,No,0,56,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,Yes,2,No,1,Yes,2,Yes,2,One year,1,Yes,1,Bank transfer (automatic),0,0,0,104.75,5510.65,Yes,1
4277-BWBML,Male,1,0,Yes,1,Yes,1,72,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Two year,2,No,0,Bank transfer (automatic),0,0,0,19.95,1322.85,No,0
4094-NSEDU,Female,0,1,No,0,No,0,21,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,No,1,No,1,Yes,2,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,94.25,1973.75,Yes,1
0234-TEVTT,Female,0,0,Yes,1,Yes,1,48,No,0,No phone service,0,DSL,1,Yes,2,No,1,Yes,2,No,1,No,1,Yes,2,One year,1,No,0,Credit card (automatic),0,0,1,45,2196.30,No,0
4304-TSPVK,Female,0,0,Yes,1,No,0,68,Yes,1,Yes,2,Fiber optic,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Two year,2,No,0,Bank transfer (automatic),0,0,0,114.9,7843.55,No,0
1552-AAGRX,Female,0,0,No,0,No,0,30,Yes,1,Yes,2,Fiber optic,2,Yes,2,No,1,No,1,Yes,2,Yes,2,Yes,2,Month-to-month,0,No,0,Bank transfer (automatic),0,0,0,106.4,3211.90,No,0
2637-FKFSY,Female,0,0,Yes,1,No,0,3,Yes,1,No,1,DSL,1,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Mailed check,0,1,0,46.1,130.15,No,0
9796-MVYXX,Female,0,1,No,0,No,0,14,No,0,No phone service,0,DSL,1,Yes,2,No,1,Yes,2,Yes,2,No,1,No,1,Two year,2,No,0,Mailed check,0,1,0,39.7,692.35,No,0
7874-ECPQJ,Female,0,0,No,0,Yes,1,4,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,20.05,85.50,No,0
0020-INWCK,Female,0,0,Yes,1,Yes,1,71,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,Yes,2,No,1,No,1,Yes,2,Two year,2,Yes,1,Credit card (automatic),0,0,1,95.75,6849.40,No,0
7089-RKVSZ,Male,1,0,Yes,1,Yes,1,8,Yes,1,Yes,2,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,One year,1,No,0,Mailed check,0,1,0,24.4,203.95,No,0
2683-JXWQQ,Male,1,0,Yes,1,Yes,1,61,No,0,No phone service,0,DSL,1,Yes,2,No,1,Yes,2,No,1,No,1,No,1,Month-to-month,0,No,0,Bank transfer (automatic),0,0,0,33.6,2117.20,No,0
9548-ZMVTX,Male,1,0,Yes,1,Yes,1,72,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,Yes,2,Yes,2,No,1,No,1,Two year,2,No,0,Bank transfer (automatic),0,0,0,90.45,6565.85,No,0
8739-XNIKG,Female,0,0,No,0,No,0,5,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,No,1,No,1,Yes,2,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,84,424.75,No,0
9755-JHNMN,Female,0,0,No,0,No,0,49,Yes,1,No,1,DSL,1,Yes,2,Yes,2,Yes,2,Yes,2,No,1,No,1,Two year,2,No,0,Bank transfer (automatic),0,0,0,67.4,3306.85,No,0
3981-QSVQI,Male,1,0,No,0,No,0,8,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,19.7,168.90,No,0
2789-HQBOU,Male,1,0,No,0,No,0,3,Yes,1,No,1,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,80.35,253.80,No,0
9424-CMPOG,Male,1,0,Yes,1,Yes,1,9,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Two year,2,No,0,Mailed check,0,1,0,19.6,197.40,No,0
5067-WJEUN,Male,1,0,Yes,1,Yes,1,67,Yes,1,No,1,DSL,1,Yes,2,Yes,2,No,1,No,1,No,1,No,1,Two year,2,Yes,1,Bank transfer (automatic),0,0,0,54.2,3838.20,No,0
3450-WXOAT,Male,1,0,No,0,No,0,46,Yes,1,No,1,DSL,1,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Credit card (automatic),0,0,1,45.2,2065.15,No,0
9251-WNSOD,Female,0,0,Yes,1,No,0,67,Yes,1,Yes,2,DSL,1,Yes,2,Yes,2,Yes,2,No,1,No,1,Yes,2,One year,1,No,0,Mailed check,0,1,0,75.1,5064.45,No,0
6974-DAFLI,Female,0,0,Yes,1,No,0,55,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,One year,1,No,0,Electronic check,1,0,0,19.7,1140.05,No,0
2616-UUTFK,Male,1,0,Yes,1,No,0,33,Yes,1,Yes,2,DSL,1,Yes,2,Yes,2,Yes,2,No,1,Yes,2,No,1,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,72.75,2447.45,No,0
7064-JHXCE,Male,1,0,Yes,1,Yes,1,62,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Two year,2,No,0,Credit card (automatic),0,0,1,20.05,1263.90,No,0
5103-MHMHY,Female,0,0,No,0,Yes,1,1,Yes,1,No,1,DSL,1,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,No,0,Mailed check,0,1,0,45.95,45.95,Yes,1
7989-AWGEH,Male,1,0,Yes,1,Yes,1,49,No,0,No phone service,0,DSL,1,Yes,2,No,1,No,1,No,1,No,1,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,39.2,1838.15,No,0
4373-VVHQL,Male,1,0,No,0,No,0,1,Yes,1,No,1,DSL,1,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,44.75,44.75,No,0
4559-UWIHT,Male,1,0,Yes,1,No,0,14,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,Yes,2,No,1,No,1,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,82.65,1185.00,No,0
7268-IGMFD,Male,1,1,No,0,No,0,18,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,Yes,2,Yes,2,Yes,2,No,1,Month-to-month,0,No,0,Bank transfer (automatic),0,0,0,93.9,1743.90,No,0
1846-XWOQN,Female,0,1,No,0,No,0,1,Yes,1,No,1,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,70.15,70.15,Yes,1
0235-KGSLC,Female,0,0,No,0,No,0,1,Yes,1,No,1,Fiber optic,2,No,1,No,1,Yes,2,No,1,Yes,2,No,1,Month-to-month,0,Yes,1,Credit card (automatic),0,0,1,85.55,85.55,Yes,1
6650-BWFRT,Female,0,0,Yes,1,No,0,72,Yes,1,Yes,2,Fiber optic,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Two year,2,Yes,1,Credit card (automatic),0,0,1,117.15,8529.50,No,0
